nct_id,title,status,phase,conditions,keywords,interventions
NCT05744687,Phase II/III Study of SPH4336 Combined With Letrozole vs Placebo Combined With Letrozole in First-line Treatment of Breast Cancer,RECRUITING,"PHASE2, PHASE3",Locally Advanced or Metastatic Breast Cancer,,SPH4336 Tablets 400mg | SPH4336 Tablets Placebo
NCT06907043,"A Study of PARP1 Selective Inhibitor, EIK1004 (IMP1707) in Participants With Advanced Solid Tumors.",RECRUITING,"PHASE1, PHASE2",Advanced Solid Tumors,EIK1004 | IMP1707 | Advanced/recurrent/metastatic pancreatic adenocarcinoma | Brain metastases | Advanced HER2-negative breast adenocarcinoma | Recurrent HER2-negative breast adenocarcinoma | metastatic HER2-negative breast adenocarcinoma,EIK1004-001 (IMP1707-001)
NCT06830889,A Study of BL-M07D1 Versus T-DM1 in the Adjuvant Treatment of HER2-positive Breast Cancer With Residual Invasive Cancer After Neoadjuvant Therapy,RECRUITING,PHASE3,HER2-positive Breast Cancer,HER2-positive breast cancer with residual invasive cancer after neoadjuvant therapy,BL-M07D1 | T-DM1
NCT06000917,A Study of Neoadjuvant TCHpy（Pyrotinib ，Trastuzumab，Carboplatin and Paclitaxel）for ER+/HER2+ Breast Cancer,RECRUITING,PHASE2,Breast Cancer | Neoadjuvant,,"pyrotinib,Trastuzumab，carboplatin，Albumin paclitaxel"
NCT05831878,RC48-ADC in HER2-low Advanced Breast Cancer,RECRUITING,NA,Advanced Breast Cancer,,Disitamab vedotin
NCT05728268,Neoadjuvant Dose-dense Chemotherapy for HR+/HER2- Breast Cancer Patients With High Proliferation Index,RECRUITING,PHASE2,Breast Cancer,,dose-dense nab-paclitaxel followed by EC
NCT07169396,Identifying Genetic Targets in Gynecological Tumors,RECRUITING,NA,Ovarian Cancer,gene expression | high-grade serous carcinoma | molecular oncology | tumor biomarkers,RNA extraction and gene expression
NCT01674140,S1207 Hormone Therapy With or Without Everolimus in Treating Patients With Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE3,Breast Cancer,estrogen receptor-positive breast cancer | HER2-negative breast cancer | stage IA breast cancer | stage IB breast cancer | stage II breast cancer | stage IIIA breast cancer | stage IIIB breast cancer | stage IIIC breast cancer | progesterone receptor-positive breast cancer | male breast cancer,anastrozole | everolimus | exemestane | goserelin acetate | letrozole | leuprolide acetate | tamoxifen citrate | placebo
NCT02400190,The IDEA Study (Individualized Decisions for Endocrine Therapy Alone),ACTIVE_NOT_RECRUITING,NA,Breast Neoplasms,radiation | lumpectomy | favorable biology | omission,endocrine therapy alone without radiotherapy
NCT05188313,TRAstuzumab and Pertuzumab for HER2+ Resectable Oesophageal Cancer,RECRUITING,PHASE3,Esophageal Cancer | Esophageal Adenocarcinoma,HER2,Trastuzumab | Pertuzumab | Paclitaxel | Carboplatin
NCT07400523,"Ribociclib in Hormone Receptor-positive, HER2-negative Early Breast Cancer With Residual Disease After Neoadjuvant Chemotherapy",RECRUITING,PHASE3,Breast Cancer,,Ribociclib plus aromatase inhibitor | Aromatase inhibitor
NCT06611813,Neoadjuvant Chemotherapy in Combination With Toripalimab for HR+/HER2- Breast Cancer (NEOTORCH-BREAST01),RECRUITING,PHASE2,HR+/HER2- Breast Cancer,Breast cancer | Toripalimab | Adjuvant Chemotherapy | HR-positive HER2-negative,Neoadjuvant Chemotherapy in Combination with Toripalimab | HR+ HER2 breast cancer
NCT06341894,Efficacy and Safety of Dalpiciclib With Endocrine Therapy as Adjuvant Treatment in HR+/ HER2- Early Breast Cancer,RECRUITING,PHASE2,Early Breast Cancer,,Dalpiciclib | Endocrine therapy
NCT04750122,Neoadjuvant Therapy Study Guided by Drug Screening in Vitro for HER2 Positive Early Breast Cancer Patients,RECRUITING,"PHASE1, PHASE2",HER2-positive Early Breast Cancer,,neoadjuvant chemotherapy upon in vitro PTC drug sensitivity screenning
NCT06797531,RWE Non-Interventional Prospective Study of Ribociclib Effectiveness and Safety in Patients With HR+/HER2- Early Breast Cancer in Saudi Arabia,RECRUITING,NA,HR+/HER2- Early Breast Cancer,Early breast cancer | Saudi Arabia | Ribociclib | Effectiveness | Safety | Real world evidence | RWE | Observational study,ribociclib
NCT07056010,Efficacy and Safety of Minimally Invasive D2+PAND Gastrectomy for Gastric Cancer With PAN Metastasis After Conversion Immunochemotherapy,RECRUITING,NA,Gastric Cancer,,curative minimally invasive gastrectomy with D2+PAND lymphadenectomy
NCT03789110,NIMBUS: Nivolumab Plus Ipilimumab in Metastatic Hypermutated HER2-negative Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,Breast Cancer,Breast Cancer,Nivolumab | Ipilimumab
NCT06136897,Testing Trastuzumab and Pertuzumab in Patients With Higher Than Normal Copies of the HER2 Gene Found in Their Tumors (MATCH - Subprotocol J),ACTIVE_NOT_RECRUITING,PHASE2,Malignant Solid Neoplasm,,Biopsy Procedure | Biospecimen Collection | Echocardiography Test | Pertuzumab | Radiologic Examination | Trastuzumab
NCT06966700,"A Clinical Study of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) in People With Breast Cancer (MK-2870-032)",RECRUITING,PHASE3,Breast Neoplasms | Triple Negative Breast Neoplasms | HR Low-Positive/HER2-Negative Breast Neoplasms,"Programmed Cell Death-1 (PD1, PD-1) | Programmed Cell Death 1 Ligand 1 (PDL1, PD-L1) | Programmed Cell Death 1 Ligand 2 (PDL2, PD-L2)",Sacituzumab tirumotecan | Pembrolizumab | Rescue Medication | Carboplatin | Paclitaxel | Doxorubicin | Epirubicin | Cyclophosphamide | Capecitabine | Olaparib
NCT05524584,"Anastrazole, Fulvestrant & Abemaciclib for HR+HER2- Metastatic Breast Cancer",RECRUITING,PHASE2,Breast Cancer | Metastatic Breast Cancer | Hormone Receptor-positive Breast Cancer | HER2-negative Breast Cancer,,Fulvestrant | Anastrozole | Abemaciclib
NCT03384914,Vaccine to Prevent Recurrence in Patients With HER-2 Positive Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,"Breast Cancer Female | Breast Cancer, Male | Breast Cancer Stage I | Breast Cancer Stage II | Breast Cancer Stage III | Residual Disease | HER2-positive Breast Cancer | HER2 Positive Breast Carcinoma",axillary nodes | HER-2 directed treatment,DC1 Vaccine | WOKVAC Vaccine
NCT03769415,Harnessing Analysis RNA Expression and Molecular Subtype to Optimize Novel TherapY MBCA,RECRUITING,NA,Breast Cancer,,Intrinsic Subtyping of Primary Breast Cancer
NCT04851613,Study to Evaluate Efficacy & Safety of Afuresertib Plus Fulvestrant in Patients With Locally Advanced or Metastatic HR+/HER2- Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE3,Breast Cancer,,Afuresertib | Afuresertib/placebo
NCT03515798,Study of Immunotherapy in Combination With Chemotherapy in HER2-negative Inflammatory Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,Inflammatory Breast Cancer,,Pembrolizumab Injection | neoadjuvant EC-paclitaxel chemotherapy
NCT05232916,Phase 3 Study to Evaluate the Efficacy and Safety of HER2/Neu Peptide GLSI-100 (GP2 + GM-CSF) in HER2/Neu Positive Subjects,RECRUITING,PHASE3,Breast Cancer,HER2/neu positive | Residual disease | pCR | Extended adjuvant | GP2 | Immunotherapy | HLA type,Placebo | GLSI-100
NCT06377852,The CDK4/6 Inhibitor Dosing Knowledge (CDK) Study,RECRUITING,PHASE3,Metastatic Breast Cancer,MBC,Palbociclib 125mg | Ribociclib 600mg | Ribociclib | Palbociclib
NCT05424835,"A Trial of SHR-A1811versus Pyrotinib in Combination With Capecitabine in HER2-Positive, Unresectable and/or Metastatic Breast Cancer Subjects Previously Treated With Trastuzumab and Taxane",ACTIVE_NOT_RECRUITING,PHASE3,"HER2-Positive, Unresectable and/or Metastatic Breast Cancer Subjects Previously Treated With Trastuzumab and Taxane",,SHR-A1811 | Pyrotinib in combination with Capecitabine. | SHR-A1811
NCT06806982,A Study of VRN101099 in Patients With HER2-Positive Solid Tumors,RECRUITING,PHASE1,HER2-positive Solid Tumors,HER2,VRN101099
NCT05965479,Developing ctDNA Guided Adjuvant Therapy for Gastrooesophageal Cancer,RECRUITING,PHASE2,Gastrooesophageal Cancer,Gastrooesophageal adenocarcinoma | Oesophageal cancer | Gastric cancer | HER2 | ctDNA | Minimal residual disease,Trastuzumab deruxtecan
NCT06281210,Vabb After Neoadjuvant Therapy to Avoid Surgery-pCR to Avoid Breast Surgery,RECRUITING,NA,Breast Cancer | Triple Negative Breast Cancer | HER2-positive Breast Cancer | Neoadjuvant Chemotherapy,Triple negative breast cancer | HER2-positive breast cancer | neoadjuvant chemotherapy,Omission of surgical treatment
NCT05766410,"A Randomized Study Comparing the Immune Modulation Effect of Ribociclib, Palbociclib, and Abemaciclib in ER+/HER2- EBC",RECRUITING,PHASE2,Breast Cancer | Hormone Receptor-positive Breast Cancer | Hormone Therapy,"CDK4, 6 inhibitor | Neoadjuvant therapy | Hormone therapy | Hormone Receptor-positive Breast Cancer",Palbociclib | Ribociclib | Abemaciclib | Letrozole
NCT04020575,Autologous huMNC2-CAR44 or huMNC2-CAR22 T Cells for Breast Cancer Targeting Cleaved Form of MUC1 (MUC1*),RECRUITING,PHASE1,Metastatic Breast Cancer,,huMNC2-CAR44 CAR T cells or huMNC2-CAR22 CAR T cells | huMNC2-CAR44 CAR T cells or huMNC2-CAR22 CAR T cells @ RP2D
NCT05398861,Utidelone Combined With Bevacizumab in the Treatment of ≥ 2 Lines of HER-2 Negative Advanced Breast Cancer,RECRUITING,PHASE2,HER-2 Negative Breast Cancer,,utidelone injection | Bevacizumab
NCT05824975,"A Study to Evaluate the Safety and Therapeutic Activity of GI-102 As a Single Agent and in Combination with Conventional Anti-cancer Drugs, Pembrolizumab or Trastuzumab Deruxtecan(T-DXd) in Patients with Advanced Solid Tumors (KEYNOTE-G08)",RECRUITING,"PHASE1, PHASE2",Advanced Solid Tumor | Metastatic Solid Tumor | Soft Tissue Sarcoma (STS) | Platinum-resistant Ovarian Cancer (PROC) | Hepatocellular Carcinoma (HCC) | Colorectal Cancer (CRC) | HER2 Negative Breast Cancer | Cutaneous Melanoma | Renal Cell Carcinoma (RCC),GI-102 | CD80-IgG4 Fc-IL2 variant | Immunotherapy | IL-2 | Interleukin-2 | bispecific protein | immunocytokine | CD80 | CTLA-4 | Pembrolizumab | T-DXd | Trastuzumab deruxtecan | Doxorubicin | Paclitaxel | Bevacizumab | Eribulin,GI-102 subcutaneous (SC) | GI-102 | doxorubicin | paclitaxel | bevacizumab | eribulin | trastuzumab deruxtecan (T-DXd) | pembrolizumab | GI-102
NCT04661150,A Study of Atezolizumab and Trastuzumab in Combination With Capecitabine and Oxaliplatin in Patients With HER2 Positive Locally Advanced Resectable Gastric Cancer of Adenocarcinoma of Gastroesophageal Junction,ACTIVE_NOT_RECRUITING,PHASE2,Gastric Cancer | Gastroesophageal Junction Adenocarcinoma,,Atezolizumab | Trastuzumab | Capecitabine | Oxaliplatin
NCT05038735,"Study to Assess the Efficacy and Safety of Alpelisib Plus Fulvestrant in Participants With HR-positive (HR+), HER2-negative, Advanced Breast Cancer After Treatment With a CDK4/6 Inhibitor and an Aromatase Inhibitor.",ACTIVE_NOT_RECRUITING,PHASE3,Breast Cancer,Alpelisib | Fulvestrant | Advanced breast cancer | Phase III | HR-positive | HER-2 negative | CDK4/6 inhibitor | PIK3CA mutation | Progression free survival | aromatase inhibitor,Alpelisib | Fulvestrant | Alpelisib-matching placebo
NCT04567420,"DNA-guided Second Line Adjuvant Therapy for High Residual Risk, Estrogen Receptor Positive, HER-2 Negative Breast Cancer (DARE)",RECRUITING,PHASE2,Breast Cancer,ctDNA | breast cancer | high residual risk,Palbociclib | Fulvestrant | Adjuvant Therapy
NCT06691035,Immunologic Targeting of ESR1 Receptor for Hormone Receptor Expressing Metastatic Breast Cancer,RECRUITING,PHASE1,Breast Cancer Metastatic Breast Cancer | HER2-negative Breast Cancer,HER-2 Negative Breast Cancer | Metastatic Breast Cancer,Elacestrant | DC1 native/mutated ESR1
NCT06637150,Dalpicilib-Enhanced Vs. Standard Endocrine Therapy in ER+ HER2- Early Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE3,Breast Cancer,,Dalpicilib | endocrine therapy
NCT05889390,Neoadjuvant Concomitant Modulated Electro-hyperthermia in HER2-negative Breast Cancer,ACTIVE_NOT_RECRUITING,"PHASE2, PHASE3",HER2-negative Breast Cancer,hyperthermia | modulated electro-hyperthermia | oncothermia | breast cancer,Oncotherm EHY-2030 | Paclitaxel | Carboplatin | Cyclophosphamide/Doxorubicin | Breast cancer removal surgery
NCT04884282,Efficacy of Tedopi Plus Docetaxel or Tedopi Plus Nivolumab as Second-line Therapy in Metastatic Non-small-cell Lung Cancer Progressing After First-line Chemo-immunotherapy (Combi-TED),ACTIVE_NOT_RECRUITING,PHASE2,Metastatic Non Small Cell Lung Cancer,,Tedopi | Nivolumab | Docetaxel
NCT07142226,Role of ctDNA in Genetic Profiling & Outcomes for Advanced BTC,RECRUITING,NA,Biliary Tract Cancer,Biliary Tract Cancer | Biomarker | IDH1 mutation | FGFR2 fusion | Biomarker Analysis | Circulating Tumor DNA (ctDNA),Circulating Tumor DNA (ctDNA) Testing (ctDNA-based Next-Generation Sequencing (NGS))
NCT05959291,Discontinuation of Maintenance HER-2 Directed Therapy in Long-Term Survivors of Metastatic HER-2 Positive Breast Cancer,RECRUITING,NA,HER2-positive Metastatic Breast Cancer | Stage IV Breast Cancer,,Discontinuation of Anti-HER-2 Maintenance Treatment
NCT05023967,Metformin and Nightly Fasting in Women With Early Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,Anatomic Stage I Breast Cancer AJCC v8 | Anatomic Stage II Breast Cancer AJCC v8 | Breast Ductal Carcinoma In Situ | Invasive Breast Carcinoma,,Biospecimen Collection | Extended Release Metformin Hydrochloride | Monitoring | Nutritional Assessment | Short-Term Fasting
NCT02491840,Biomoleculars Markers of Sensitivity to Pre- and Post-operative Chemotherapy of Gastric and Cardia Adenocarcinomas: a Pilot Study,RECRUITING,NA,Gastric and Cardia Adenocarcinomas,gastric cancer | cardia cancer,Biopsy
NCT07229417,IvoLoC Trial: A Phase II Trial Evaluating the Efficacy of Ivonescimab in Metastatic Endocrine Refractory HR-positive HER2-negative or Triple Negative Invasive Lobular Carcinoma,RECRUITING,PHASE2,Metastatic Endocrine Refractory | Triple Negative Invasive Lobular Carcinoma,,Ivonescimab
NCT07192068,Clinical Trial Evaluating the Activity of Zanidatamab for the Treatment of Patients With Solid Tumors With an Alteration of the HER2 Gene.,RECRUITING,PHASE2,Non-Small Cell Lung Cancer | Sarcoma | Head &Amp; Neck Cancer | Colorectal Carcinoma | Endometrial,zanidatamab | HER2 mutant | HER2-IHC3+,Zanidatamab
NCT05150691,A Phase 1/2a Study of DB-1303/BNT323 in Advanced/Metastatic Solid Tumors,RECRUITING,"PHASE1, PHASE2",HER2-positive Advanced Solid Tumor,"HER2 | HER2-positive | HER2-positive Breast Cancer | HER2-positive Gastric Cancer | HER2-positive Endometrial Cancer | HER2-positive Biliary Tract Cancer | HER2-positive Advanced Solid Tumor | HER2 low | HER2 high | metastatic cancer | HER2-positive GEJ | Uterine serous papillary carcinoma | USPC | recurrent cancer | carcinoma | neoplasms | breast neoplasms | gastrointestinal neoplasms | endometrial neoplasms | biliary tract neoplasms | Antineoplastic Agents, Biological | stomach cancer | bile duct cancer | Cholangiocarcinoma | liver cancer | liver neoplasms | NSCLC | Non-Small Cell Lung Cancer | NSCLC HER2 mutation | HER2 Low Breast Cancer",DB-1303/BNT323 | Pertuzumab Injection | Ritonavir | Itraconazole
NCT04254263,Adjuvant Study of Pyrotinib in HER-2 Positive Breast Cancer,RECRUITING,PHASE3,Locally Advanced Breast Cancer,,pyrotinib
NCT03900637,PersonaLized neoAdjuvant Strategy ER Positive and HER2 Negative Breast Cancer TO Increase BCS Rate,ACTIVE_NOT_RECRUITING,PHASE2,Breast Cancer,,Leuprorelin acetate | Letrozole | MammaPrint
NCT06706557,Analysis of Circulating Tumor DNA (ctDNA) in HER2-low Advanced/Metastatic Breast Cancer,RECRUITING,NA,Advanced Metastatic Breast Cancer,,
NCT05608252,VS-6766+Abema+Fulv in Met HR+/HER- BC,RECRUITING,"PHASE1, PHASE2",Breast Cancer | Hormone Receptor-positive Breast Cancer | Hormone Receptor Positive HER-2 Negative Breast Cancer,Breast Cancer | Hormone Receptor-positive Breast Cancer | Hormone Receptor Positive HER-2 Negative Breast Cancer,VS-6766 | Abemaciclib | Fulvestrant
NCT05867251,Study of AVZO-021 in Patients With Advanced Solid Tumors,RECRUITING,"PHASE1, PHASE2","Advanced Solid Tumor | HR+/HER2- Breast Cancer | HR+, HER2-, Advanced Breast Cancer | CCNE1 Amplification | Epithelial Ovarian Cancer | Primary Peritoneal Cancer | Fallopian Tube Cancer | Endometrial Cancer | TNBC - Triple-Negative Breast Cancer",Advanced solid tumor | HR+/HER2- Breast Cancer | Breast Cancer | Advanced Breast Cancer | CCNE1 Amplification | Epithelial Ovarian Cancer | Primary Peritoneal Cancer | Fallopian Tube Cancer | Endometrial Cancer | Triple Negative Breast Cancer,AVZO-021 | Palbociclib | Fulvestrant | Letrozole | Ribociclib | Abemaciclib | Carboplatin | Sacituzumab Govitecan-hziy
NCT04514419,Treatment of Breast Cancer With Trastuzumab + HS627/ Pertuzumab + Docetaxel,ACTIVE_NOT_RECRUITING,PHASE3,Breast Cancer,,HS627 | Pertuzumab
NCT04439136,Testing Afatinib as a Potential Targeted Treatment in Cancers With HER2 Genetic Changes (MATCH-Subprotocol B),ACTIVE_NOT_RECRUITING,PHASE2,Advanced Lymphoma | Advanced Malignant Solid Neoplasm | Hematopoietic and Lymphoid Cell Neoplasm | Refractory Lymphoma | Refractory Malignant Solid Neoplasm | Refractory Multiple Myeloma,,Afatinib Dimaleate
NCT05826964,Levels of Circulating Tumor DNA as a Predictive Marker for Early Switch in Treatment for Patients With Metastatic (Stage IV) Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,Breast Cancer | ER-positive Breast Cancer | HER2-negative Breast Cancer | Metastatic Breast Cancer,,AI+CDK4/6i | SERD+CDK4/6i | mTOR inhibitor + AI | mTOR inhibitor + SERD | mTOR inhibitor + Selective estrogen receptor modulator | PI3K inhibitor + SERD | PI3K inhibitor + AI | Chemotherapy | Oral SERD | PARPi | AKT inhibitor | Step 3 Arm 2
NCT04547907,A Comparison of Nab-PHP and TCbHP Efficacy in Neoadjuvant Therapy for HER2-positive Early Breast Cancer,RECRUITING,PHASE3,"Breast Cancer,HER2-positive",,Nab-paclitaxel+ trastuzumab+ patuzumab | Docetaxel+ carboplatin+ trastuzumab + patuzumab
NCT05222971,Olaparib With or Without Durvalumab for DDR Gene Mutated Biliary Tract Cancer Following Platinum-based Chemotherapy,RECRUITING,PHASE2,Biliary Tract Cancer | DNA Damage Repair Deficiency,,Durvalumab | Olaparib
NCT05252988,Three Antidiarrheal Strategies in HER2+/HR+ Early Breast Cancer Patients Treated With Extended Adjuvant Neratinib,ACTIVE_NOT_RECRUITING,PHASE2,Early-stage Breast Cancer | HER2 Positive Breast Cancer | Hormone Receptor Positive,Early-stage Breast Cancer | HER2 positive | Hormone Receptor positive | Neratinib | Loperamide prophylaxis | Colesevelam prophylaxis | Incidence of Discontinuations due to Diarrhoea,Neratinib | Loperamide | Colesevelam
